order,rob_size,lq_size,sq_size,p_width,energy,performance,time,energy_baseline,performance_baseline
893906617654961,512,16,4,11,6.616009071277967,0.4931862064095,335.63000000000005,5.449404139035979,0.39169304783978
893906617654961,32,16,256,9,12.470794587197409,1.0828846655128999,344.51000000000005,10.129067056237716,0.8684132692584999
893906617654961,256,128,256,7,5.8577102860301,0.4827246614569999,333.67,4.680944532394019,0.37174963789326
893906617654961,32,128,256,10,12.988834781769805,1.1051439058543,333.86,10.423738757241031,0.87432837995658
893906617654961,128,4,128,4,10.20324721831748,0.9717165338820998,335.81,8.191889916410801,0.7710263995486399
893906617654961,32,4,256,6,11.876607324147626,1.0950151317989998,336.21999999999997,9.642978371867752,0.8798644549205199
893906617654961,64,256,256,6,10.205645308464705,0.9252498906373999,335.74,7.976765072812839,0.7113571222452999
893906617654961,128,4,128,6,10.31590176113826,0.9414169621873999,335.06999999999994,8.082133067707522,0.7260534559424201
893906617654961,512,64,16,6,6.210979452414905,0.5307220219850999,335.62,5.111271798596168,0.42534018405123997
893906617654961,512,64,4,4,7.129016827820292,0.6530461586242,334.82000000000005,6.188381838160638,0.5599602106507
894673071028106,256,128,128,7,5.842030175905546,0.4827246614569999,336.74,4.667260360294328,0.37174963789326
894673071028106,256,256,128,7,5.854257201440816,0.4827246614569999,337.37,4.677478268928469,0.37174963789326
894673071028106,256,128,128,9,6.160243196135887,0.4858351072872,338.55999999999995,4.998804252278443,0.38026278956793996
894673071028106,128,128,128,9,6.379472646843249,0.5145575654202,336.71000000000004,5.212297378293339,0.40797561790298
894673071028106,16,4,64,8,15.619264661158123,1.4063977110055998,346.0,13.32538494608659,1.1921566689435
894673071028106,16,128,128,7,15.197884259039158,1.3898950320805,346.12,12.8217508000475,1.16505203129156
894673071028106,64,256,256,8,10.339708054209073,0.8980252377079,337.04999999999995,8.028812233079353,0.68378132951284
894673071028106,16,128,128,10,16.228839004352412,1.4021150638853,348.38,13.814673778173056,1.1846335955087
894673071028106,16,256,128,10,16.25775263568728,1.4021150638853,355.61,13.839650581901163,1.1846335955087
894673071028106,32,256,128,7,12.109879598518042,1.0929071789953,338.13,9.83145757792332,0.87739485059554
895457771280503,128,256,16,7,6.164657986698727,0.5207428631851999,338.66999999999996,5.139273682414215,0.42433414065833996
895457771280503,256,256,16,10,6.331639572971239,0.48823946299200005,339.4,5.117156903243472,0.3794532460832
895457771280503,256,256,16,11,6.522706909721173,0.4916614822875999,336.64,5.373713326120779,0.39154797167134
895457771280503,16,256,4,11,16.52872977393276,1.4013438748151998,350.15999999999997,14.093422038765304,1.18556637625388
895457771280503,16,256,16,12,16.923398987831515,1.4081219723216998,346.94000000000005,14.388196705855485,1.1869252436745399
895457771280503,16,128,16,12,16.894309077506765,1.4081219723216998,346.2199999999999,14.363121645376136,1.1869252436745399
895457771280503,16,128,16,11,16.49720307052521,1.4009838667077,352.37,14.065302206347145,1.18513946022
895457771280503,256,64,64,12,6.662515375909757,0.49099266872689995,339.22,5.4791927328182455,0.38904785152004007
895457771280503,16,128,16,10,16.197376170586555,1.4021692727409,352.53999999999996,13.788134311841791,1.1846947588504
895457771280503,16,128,64,12,16.908703840855953,1.4080698969906997,351.56,14.378028600250222,1.18712143958516
896254227741671,128,256,4,12,6.8338809027561815,0.5146056936657999,335.67,5.568496393486149,0.40457968875806
896254227741671,256,256,4,12,6.700436423668502,0.49360465882039994,338.03,5.51733888333314,0.39188760102886
896254227741671,512,256,4,12,6.8121096177613865,0.49360465882039994,336.19,5.6224065119170294,0.39188760102886
896254227741671,256,256,4,11,6.519740725678082,0.49136404948819995,331.4599999999999,5.255635085060495,0.37930677881522
896254227741671,128,256,4,11,6.65072319098745,0.5120164299419999,334.92,5.421415720571877,0.40315016978861995
896254227741671,512,256,16,12,6.787792372526459,0.4911789877584,337.51,5.5895610689291715,0.38862196730982
896254227741671,512,256,4,11,6.621460446318223,0.49136404948819995,340.35,5.350792336305539,0.37930677881522
896254227741671,512,256,64,11,6.628894788265513,0.4913805367747999,341.0999999999999,5.474051525166919,0.39144111202774
896254227741671,512,256,64,12,6.792972143894959,0.4909732674337999,336.0,5.600160110501704,0.38904801913250003
896254227741671,512,256,128,11,6.653279896934039,0.4931022252899,337.43999999999994,5.491147504467557,0.39242389606343997
897009524610135,512,256,128,7,5.918680189683161,0.48269735106269995,338.79999999999995,4.737906290273349,0.37174096033614
897009524610135,512,4,256,7,10.69533880296943,0.9414142860205,342.1600000000001,8.406396091126345,0.72602634373148
897009524610135,128,128,16,4,7.134317179769573,0.6602852743047,341.76000000000005,6.137464378204365,0.56140990800068
897009524610135,512,16,128,7,5.894391245000152,0.48274302936849994,339.91999999999996,4.718463525439294,0.37180671740886
897009524610135,512,4,128,7,10.671333122931918,0.9414142860205,346.33,8.38628416927315,0.72602634373148
897009524610135,512,16,64,7,5.8861767346878135,0.4827425329194,337.68,4.711292976618451,0.37180714354474
897009524610135,512,4,64,7,10.658714632232066,0.9414142860205,340.4200000000001,8.375712310901076,0.72602632384508
897009524610135,512,16,256,7,5.9100919332882755,0.48274302936849994,338.77,4.732167160508103,0.37180671740886
897009524610135,512,256,256,7,5.934382834342871,0.48269735106269995,338.91,4.751609640092241,0.37174096033614
897009524610135,512,128,256,12,6.835606888822098,0.4940284570697,338.25,5.62025950906798,0.39000230470170005
