rob_size,lq_size,sq_size,p_width,interval,performance,energy,Timestamp
128,256,256,6,16000000,0.4437446969322,5.24340175957315,24371402
32,4,128,5,16000000,0.89728346789132,9.602475997057002,24953128
512,128,128,12,16000000,0.39000230470170005,5.606221693254687,24953128
32,256,256,6,16000000,0.8789857534696199,9.673471467999986,24953128
128,128,256,11,16000000,0.40233856199018,5.430613895698093,24953128
512,256,64,4,16000000,0.55904189134796,6.20900332092827,24953128
32,16,4,11,16000000,0.8646089139097201,10.465211155820688,24953128
32,64,4,10,16000000,0.8715101750742,10.335625041096499,24953128
512,4,16,9,16000000,0.7117233252755599,8.614941979434217,24953128
16,16,16,5,16000000,1.2240963134384801,12.877616712777094,24953128
64,16,256,5,16000000,0.7187356328870399,7.852888235785315,24953128
64,64,4,11,16000000,0.6701815360875799,8.348948202951474,25520142
32,4,128,11,16000000,0.86420100778094,10.483284069885407,25520142
16,16,128,12,16000000,1.18712143958516,14.368681757599555,25520142
16,256,128,4,16000000,1.22793857854292,12.745721454486489,25520142
128,4,16,4,16000000,0.77113264525362,8.17215450109007,25520142
128,128,4,7,16000000,0.41189573506468,5.001721252733998,25520142
512,64,16,11,16000000,0.39154797167134,5.4534665659784505,25520142
256,64,128,11,16000000,0.38208852674908,5.279639229569987,25520142
64,256,64,4,16000000,0.7425468651541199,7.930159844069537,25520142
256,4,256,6,16000000,0.7260534559424201,8.14977619638945,25520142
256,64,128,10,16000000,0.3809428064092,5.128786550760536,26098066
512,4,128,12,16000000,0.69838696436296,9.102825684722973,26098066
16,4,128,12,16000000,1.18717966520474,14.367814565466414,26098066
32,4,64,7,16000000,0.87552065398724,9.760555938792828,26098066
512,128,4,10,16000000,0.37894437592674,5.188439576215045,26098066
32,4,256,10,16000000,0.87296696536924,10.388145974984644,26098066
32,128,64,11,16000000,0.8640217848226799,10.488953118367608,26098066
128,4,256,7,16000000,0.72602634373148,8.278454457582178,26098066
512,64,16,10,16000000,0.3794529790382,5.187761844640427,26098066
16,256,128,8,16000000,1.19267672149618,13.397287538207449,26098066
128,128,128,10,16000000,0.40411906187966,5.304584754506413,26645189
512,256,256,8,16000000,0.37960692836009996,4.971991745317815,26645189
128,64,16,12,16000000,0.40400328978208,5.546583209184439,26645189
128,4,4,5,16000000,0.73994866751946,8.030367048507586,26645189
128,64,64,11,16000000,0.40233943130772,5.403228503645883,26645189
256,64,64,4,16000000,0.55905346378806,6.148468502745619,26645189
128,128,128,9,16000000,0.40797561790298,5.212297378293339,26645189
512,16,4,5,16000000,0.45268751081810005,5.250195552561978,26645189
64,128,256,10,16000000,0.6705329416059601,8.220321004169959,26645189
256,128,16,11,16000000,0.39154797167134,5.363116223581435,26645189
256,128,128,6,16000000,0.42499859465586,5.073866460124665,27222499
512,256,4,7,16000000,0.37264493449302,4.733336170783442,27222499
64,64,256,8,16000000,0.68378132951284,8.004544729227703,27222499
16,256,256,10,16000000,1.1846335955087,13.86814680898602,27222499
256,128,16,12,16000000,0.38862223435482,5.474191065338978,27222499
512,128,4,9,16000000,0.37334192563158003,4.99834335357784,27222499
512,64,4,11,16000000,0.37930677881522,5.334995155148379,27222499
256,64,128,4,16000000,0.55905346378806,6.157417310888574,27222499
256,256,256,12,16000000,0.38881977828695996,5.513856840977423,27222499
16,128,64,6,16000000,1.20940592172012,13.017983423948184,27222499
64,64,256,9,16000000,0.683726126396,8.179618072221928,27797918
512,256,4,8,16000000,0.38053019503636,4.952969055422352,27797918
256,64,4,11,16000000,0.37930677881522,5.239819573963862,27797918
128,4,16,5,16000000,0.73939488927968,8.026217463588065,27797918
64,16,64,7,16000000,0.69809946587532,7.9462161701734955,27797918
64,256,128,8,16000000,0.68378132951284,8.009431575735924,27797918
64,128,256,5,16000000,0.7187356328870399,7.868929090313248,27797918
128,128,256,4,16000000,0.5611259791160799,6.168757898286139,27797918
512,64,256,7,16000000,0.37174096033614,4.7360023966768345,27797918
16,128,16,10,16000000,1.1846947588504,13.788134311841791,27797918
512,64,4,5,16000000,0.45268749093174004,5.2554221541538855,28370154
256,16,16,10,16000000,0.37841353520157994,5.087282050838692,28370154
64,16,64,4,16000000,0.7425468651541199,7.896752696630648,28370154
64,4,64,5,16000000,0.73930083676804,8.012618629252579,28370154
32,256,64,4,16000000,0.8941579592800599,9.405766730951656,28370154
512,64,256,12,16000000,0.39000230470170005,5.61473374225789,28370154
128,256,64,12,16000000,0.40369427994055995,5.566140647194322,28370154
16,16,4,4,16000000,1.22560193163228,12.641941599864682,28370154
16,16,4,12,16000000,1.18668297589666,14.334431488052639,28370154
256,4,4,9,16000000,0.71229142166268,8.525314707632248,28370154
