order,rob_size,lq_size,sq_size,p_width,energy,performance,time,energy_baseline,performance_baseline
694575109105336,512,4,128,4,8.271581689187476,0.7710263995486399,688.76,8.271581689187476,0.7710263995486399
694575109105336,128,16,128,11,5.40583935275948,0.40236821113143995,663.3700000000001,5.40583935275948,0.40236821113143995
694575109105336,256,128,64,4,6.155600151896664,0.55905346378806,684.15,6.155600151896664,0.55905346378806
695132995043044,512,16,16,7,4.708215522973628,0.37212668323584003,663.6899999999999,4.708215522973628,0.37212668323584003
695132995043044,512,16,16,11,5.32462778741085,0.37874310286102003,670.02,5.32462778741085,0.37874310286102003
695132995043044,512,16,16,8,4.927670266037628,0.37999492958104,665.33,4.927670266037628,0.37999492958104
695132995043044,512,16,64,8,4.930410478939859,0.37968811292348004,666.0600000000001,4.930410478939859,0.37968811292348004
695132995043044,256,16,16,8,4.8584051254643805,0.37999453043303993,659.48,4.8584051254643805,0.37999453043303993
695132995043044,64,64,128,4,7.915028607942039,0.7425468651541199,690.94,7.915028607942039,0.7425468651541199
695132995043044,64,128,128,4,7.923901756809529,0.7425468651541199,695.95,7.923901756809529,0.7425468651541199
695132995043044,64,64,64,4,7.9042998859744,0.7425468651541199,687.1200000000001,7.9042998859744,0.7425468651541199
695132995043044,64,256,128,4,7.940888667060021,0.7425468651541199,674.8100000000001,7.940888667060021,0.7425468651541199
695132995043044,64,256,64,4,7.930159844069537,0.7425468651541199,683.78,7.930159844069537,0.7425468651541199
695685302510741,256,64,128,7,4.661889484151164,0.37174963789326,662.97,4.661889484151164,0.37174963789326
695685302510741,512,16,256,9,5.0074709693526485,0.37248576538128003,664.0,5.0074709693526485,0.37248576538128003
695685302510741,256,64,128,5,5.216947883277048,0.45183195427956,670.69,5.216947883277048,0.45183195427956
695685302510741,512,16,128,10,5.183212147287044,0.3780792242094,662.87,5.183212147287044,0.3780792242094
695685302510741,256,64,256,9,5.007211701513673,0.38026278956793996,662.37,5.007211701513673,0.38026278956793996
695685302510741,512,128,4,6,5.1220412749804645,0.42587588132222,668.3,5.1220412749804645,0.42587588132222
695685302510741,512,64,256,9,5.163747000389304,0.38870641044908,671.8,5.163747000389304,0.38870641044908
695685302510741,256,16,128,7,4.658024611464386,0.37180968615958,658.39,4.658024611464386,0.37180968615958
695685302510741,256,64,128,9,4.993352204191201,0.38026278956793996,658.4999999999999,4.993352204191201,0.38026278956793996
695685302510741,16,128,64,5,12.915291492172999,1.22404155634666,718.51,12.915291492172999,1.22404155634666
696277420823878,256,64,256,11,5.293532363746663,0.38208852674908,659.15,5.293532363746663,0.38208852674908
696277420823878,256,64,256,12,5.497794151370894,0.38881977828695996,666.09,5.497794151370894,0.38881977828695996
696277420823878,512,128,64,6,5.120138776036789,0.42499582050336,661.3699999999999,5.120138776036789,0.42499582050336
696277420823878,256,64,4,12,5.5011945999335445,0.39188760102886,655.96,5.5011945999335445,0.39188760102886
696277420823878,256,64,16,12,5.4686591700980065,0.38862223435482,656.3,5.4686591700980065,0.38862223435482
696277420823878,256,128,64,5,5.2151307526977915,0.45183195427956,659.11,5.2151307526977915,0.45183195427956
696277420823878,128,64,4,12,5.5520007331135055,0.40457968875806,648.0899999999999,5.5520007331135055,0.40457968875806
696277420823878,128,64,16,12,5.546583209184439,0.40400328978208,659.3000000000001,5.546583209184439,0.40400328978208
696277420823878,256,256,128,5,5.234755616460129,0.45183195427956,657.08,5.234755616460129,0.45183195427956
696277420823878,256,256,64,5,5.226824798711568,0.45183195427956,652.9000000000001,5.226824798711568,0.45183195427956
696822677422768,256,128,256,5,5.238220190667967,0.45183195427956,665.72,5.238220190667967,0.45183195427956
696822677422768,512,64,16,7,4.712781059444207,0.3721006122224,665.81,4.712781059444207,0.3721006122224
696822677422768,512,128,16,7,4.718136843708775,0.3721006122224,665.31,4.718136843708775,0.3721006122224
696822677422768,512,128,256,5,5.284083108437279,0.45182109491208,673.04,5.284083108437279,0.45182109491208
696822677422768,512,128,16,5,5.25791262476097,0.45216223400404,669.5699999999999,5.25791262476097,0.45216223400404
696822677422768,512,128,16,6,5.1171324821167445,0.42534018405123997,669.98,5.1171324821167445,0.42534018405123997
696822677422768,512,128,64,5,5.260991023364278,0.45182298127473997,668.65,5.260991023364278,0.45182298127473997
696822677422768,512,128,128,5,5.268923660041697,0.45182109491208,669.6500000000001,5.268923660041697,0.45182109491208
696822677422768,512,128,128,6,5.127699200571622,0.42498986596186,670.78,5.127699200571622,0.42498986596186
696822677422768,512,128,256,6,5.14237075062824,0.42498986596186,668.8,5.14237075062824,0.42498986596186
697377207593620,256,16,256,9,4.930055193255207,0.37248575543806006,668.54,4.930055193255207,0.37248575543806006
697377207593620,256,16,256,11,5.259166007969259,0.37904845073511995,671.75,5.259166007969259,0.37904845073511995
697377207593620,256,16,256,10,5.110691688048392,0.37808242023239996,672.72,5.110691688048392,0.37808242023239996
697377207593620,512,16,4,4,6.182321878383165,0.5599642688858799,682.95,6.182321878383165,0.5599642688858799
697377207593620,128,16,256,10,5.307457924087403,0.4039767864010799,672.54,5.307457924087403,0.4039767864010799
697377207593620,128,16,4,10,5.275275256509226,0.40393743706237994,669.05,5.275275256509226,0.40393743706237994
697377207593620,128,16,256,11,5.420098605353272,0.40236821113143995,671.8199999999998,5.420098605353272,0.40236821113143995
697377207593620,128,16,256,9,5.2167556913829465,0.40802435794282,667.87,5.2167556913829465,0.40802435794282
697377207593620,128,16,4,4,6.129114240819105,0.56200338225392,680.1400000000001,6.129114240819105,0.56200338225392
697377207593620,256,16,4,4,6.142549918458641,0.5599642688858799,691.4100000000001,6.142549918458641,0.5599642688858799
697931012258312,256,256,4,11,5.255635085060495,0.37930677881522,662.88,5.255635085060495,0.37930677881522
697931012258312,512,256,4,11,5.350792336305539,0.37930677881522,665.7599999999999,5.350792336305539,0.37930677881522
697931012258312,512,16,128,6,5.116987940909094,0.42504686168553996,661.1300000000001,5.116987940909094,0.42504686168553996
697931012258312,512,16,128,5,5.2577722971207725,0.45187018580055993,669.5400000000001,5.2577722971207725,0.45187018580055993
697931012258312,256,128,4,11,5.245262088315226,0.37930677881522,659.1200000000001,5.245262088315226,0.37930677881522
697931012258312,512,128,4,11,5.3404185988799115,0.37930677881522,656.3100000000001,5.3404185988799115,0.37930677881522
697931012258312,256,256,16,12,5.484716104398878,0.38862223435482,662.1600000000001,5.484716104398878,0.38862223435482
697931012258312,256,256,16,11,5.373713326120779,0.39154797167134,664.7800000000001,5.373713326120779,0.39154797167134
697931012258312,32,128,128,10,10.400890495898269,0.87432837995658,683.3799999999999,10.400890495898269,0.87432837995658
697931012258312,32,128,128,9,10.124996071750148,0.8684132692584999,689.38,10.124996071750148,0.8684132692584999
698487354810138,512,16,128,8,4.937658985897409,0.37968657599308,657.96,4.937658985897409,0.37968657599308
698487354810138,512,16,128,7,4.718463525439294,0.37180671740886,663.2700000000001,4.718463525439294,0.37180671740886
698487354810138,256,16,4,8,4.863213411069688,0.38051383992230003,653.1499999999999,4.863213411069688,0.38051383992230003
698487354810138,512,16,256,11,5.352881841906673,0.37890028745911997,664.1499999999999,5.352881841906673,0.37890028745911997
698487354810138,128,16,4,7,4.991067356448661,0.41189581461024,653.78,4.991067356448661,0.41189581461024
698487354810138,128,16,4,8,5.00646274706225,0.40000827724433996,659.79,5.00646274706225,0.40000827724433996
698487354810138,512,16,256,8,4.951504683284679,0.37968657599308,664.6899999999999,4.951504683284679,0.37968657599308
698487354810138,512,16,256,7,4.732167160508103,0.37180671740886,654.62,4.732167160508103,0.37180671740886
698487354810138,128,16,4,9,5.196783640101377,0.40888439317548,653.01,5.196783640101377,0.40888439317548
698487354810138,512,16,256,6,5.131659143253465,0.42504686168553996,654.9300000000001,5.131659143253465,0.42504686168553996
699037204055997,512,64,4,9,4.992977330662542,0.37334192563158003,668.9499999999999,4.992977330662542,0.37334192563158003
699037204055997,64,256,64,11,8.38084487210801,0.67003016795064,679.39,8.38084487210801,0.67003016795064
699037204055997,256,128,128,9,4.998804252278443,0.38026278956793996,663.91,4.998804252278443,0.38026278956793996
699037204055997,64,256,64,9,8.174336095768618,0.683726126396,678.48,8.174336095768618,0.683726126396
699037204055997,64,256,64,10,8.206815006316646,0.6705329416059601,675.3199999999999,8.206815006316646,0.6705329416059601
699037204055997,256,128,128,8,4.878188595666223,0.37965020953497997,662.0999999999999,4.878188595666223,0.37965020953497997
699037204055997,64,256,64,12,8.569847648162394,0.67052276121,673.95,8.569847648162394,0.67052276121
699037204055997,64,128,64,10,8.191138332425668,0.6705329416059601,668.8800000000001,8.191138332425668,0.6705329416059601
699037204055997,64,128,128,9,8.168553569700999,0.683726126396,681.8100000000001,8.168553569700999,0.683726126396
699037204055997,128,64,16,5,5.2105130075992125,0.45660793668794003,665.0699999999999,5.2105130075992125,0.45660793668794003
699583733261691,256,128,4,9,4.9208981537560925,0.37334192563158003,667.0999999999999,4.9208981537560925,0.37334192563158003
699583733261691,256,4,128,12,8.975720089002431,0.69838696436296,679.07,8.975720089002431,0.69838696436296
699583733261691,128,4,128,12,8.891361034172427,0.69839755242776,680.3499999999999,8.891361034172427,0.69839755242776
699583733261691,512,4,128,12,9.102825684722973,0.69838696436296,675.8800000000001,9.102825684722973,0.69838696436296
699583733261691,512,4,256,12,9.122471916934575,0.69838696436296,683.13,9.122471916934575,0.69838696436296
699583733261691,256,128,128,10,5.134226472654094,0.3809428064092,666.48,5.134226472654094,0.3809428064092
699583733261691,256,4,256,12,8.995366321214034,0.69838696436296,679.5500000000002,8.995366321214034,0.69838696436296
699583733261691,128,4,256,12,8.910971410980101,0.69839755242776,678.32,8.910971410980101,0.69839755242776
699583733261691,128,4,64,12,8.881053089003885,0.69839726549636,683.1599999999999,8.881053089003885,0.69839726549636
699583733261691,256,4,64,12,8.965448816137169,0.69838696436296,683.98,8.965448816137169,0.69838696436296
700144418068103,256,128,4,4,6.1557195108375575,0.5599602106507,680.7099999999999,6.1557195108375575,0.5599602106507
700144418068103,256,256,4,4,6.169380812962891,0.5599602106507,674.5699999999999,6.169380812962891,0.5599602106507
700144418068103,256,128,16,9,5.052210966603213,0.38739317287782,663.49,5.052210966603213,0.38739317287782
700144418068103,128,128,64,5,5.220682237129004,0.45632076206253996,680.8599999999999,5.220682237129004,0.45632076206253996
700144418068103,256,128,16,4,6.150892164190587,0.55939074775904,675.54,6.150892164190587,0.55939074775904
700144418068103,256,256,16,4,6.164543210233337,0.55939074775904,675.89,6.164543210233337,0.55939074775904
700144418068103,128,256,16,4,6.151152545135428,0.56140990800068,673.09,6.151152545135428,0.56140990800068
700144418068103,256,128,16,7,4.6576878815077025,0.37210079261969997,662.6800000000001,4.6576878815077025,0.37210079261969997
700144418068103,128,128,16,4,6.137464378204365,0.56140990800068,678.98,6.137464378204365,0.56140990800068
700144418068103,128,256,4,4,6.156100988901602,0.5620033723107399,672.17,6.156100988901602,0.5620033723107399
700700467670461,256,16,64,12,5.320183004478036,0.37347219477262,662.26,5.320183004478036,0.37347219477262
700700467670461,128,16,64,12,5.545031892878559,0.40371290493535994,661.2200000000001,5.545031892878559,0.40371290493535994
700700467670461,512,64,4,11,5.334995155148379,0.37930677881522,663.3100000000001,5.334995155148379,0.37930677881522
700700467670461,512,64,64,12,5.584070303212191,0.38904801913250003,657.07,5.584070303212191,0.38904801913250003
700700467670461,512,16,4,11,5.449404139035979,0.39169304783978,660.99,5.449404139035979,0.39169304783978
700700467670461,128,64,64,12,5.549666417689175,0.40369427994055995,660.48,5.549666417689175,0.40369427994055995
700700467670461,256,64,64,12,5.4791927328182455,0.38904785152004007,660.78,5.4791927328182455,0.38904785152004007
700700467670461,512,64,16,11,5.4534665659784505,0.39154797167134,662.4200000000001,5.4534665659784505,0.39154797167134
700700467670461,512,128,128,10,5.2987588229578435,0.38896815321873995,663.5400000000001,5.2987588229578435,0.38896815321873995
700700467670461,512,64,4,12,5.606241944692314,0.39188760102886,664.24,5.606241944692314,0.39188760102886
701250797053619,256,128,64,9,5.05980830347973,0.38763982563756,674.94,5.05980830347973,0.38763982563756
701250797053619,256,64,64,9,5.054305707999977,0.38763982563756,678.9499999999999,5.054305707999977,0.38763982563756
701250797053619,32,4,4,7,9.817810275507453,0.8820369980432798,698.53,9.817810275507453,0.8820369980432798
701250797053619,32,4,4,8,9.909343510070824,0.8715917297649001,709.02,9.909343510070824,0.8715917297649001
701250797053619,64,256,4,8,7.997907927562748,0.68454942159176,679.45,7.997907927562748,0.68454942159176
701250797053619,32,4,16,4,9.514409186183864,0.9100932647626598,698.35,9.514409186183864,0.9100932647626598
701250797053619,32,4,4,10,10.326133723710177,0.8715219783956598,693.99,10.326133723710177,0.8715219783956598
701250797053619,32,4,128,4,9.53673593507015,0.91001699915504,702.21,9.53673593507015,0.91001699915504
701250797053619,32,4,128,10,10.365323288076619,0.87296696536924,705.04,10.365323288076619,0.87296696536924
701250797053619,32,4,4,4,9.518394573027193,0.9106138072152199,698.64,9.518394573027193,0.9106138072152199
701825458827547,64,16,128,12,8.549016513664286,0.6705233947321,681.55,8.549016513664286,0.6705233947321
701825458827547,64,16,256,12,8.568156482716995,0.6705233947321,675.71,8.568156482716995,0.6705233947321
701825458827547,256,128,256,6,5.088538919758525,0.42499859465586,672.91,5.088538919758525,0.42499859465586
701825458827547,64,16,128,7,7.956485946668563,0.69809946587532,687.21,7.956485946668563,0.69809946587532
701825458827547,128,128,64,7,5.131603044613133,0.42403860523906,665.23,5.131603044613133,0.42403860523906
701825458827547,256,128,256,9,5.012664202838004,0.38026278956793996,671.76,5.012664202838004,0.38026278956793996
701825458827547,64,16,128,6,7.924587160534088,0.7113571123021198,671.4899999999999,7.924587160534088,0.7113571123021198
701825458827547,64,16,128,5,6.876824252777115,0.7187356328870399,693.18,6.876824252777115,0.7187356328870399
701825458827547,64,16,128,11,8.360057990526954,0.6700308653940399,670.3,8.360057990526954,0.6700308653940399
701825458827547,64,16,128,8,7.978099980883313,0.68378184939894,673.27,7.978099980883313,0.68378184939894
702380687899043,256,256,4,8,4.883668218275616,0.38053019503636,678.0500000000001,4.883668218275616,0.38053019503636
702380687899043,256,16,16,11,5.229501778246147,0.37874310286102003,669.2199999999999,5.229501778246147,0.37874310286102003
702380687899043,16,64,16,12,14.350023754439162,1.1869252436745399,723.18,14.350023754439162,1.1869252436745399
