order,rob_size,lq_size,sq_size,p_width,energy,performance,time,energy_baseline,performance_baseline
649183652657632,128,16,256,4,9.024922086698492,0.8246046520066,236.69000000000003,6.155474600398254,0.56113547200964
649183652657632,64,128,64,11,14.845942223749713,1.2257221297038001,235.8,8.365178477096856,0.67003016795064
649183652657632,256,4,64,10,14.996148204550359,1.2538251657072,237.27,8.574192424154008,0.69844144587484
649183652657632,16,64,64,5,18.804797361705567,1.7845878314752002,236.54000000000002,12.901780038101354,1.22404155634666
649183652657632,512,64,64,9,8.670413322139243,0.6832307318084001,239.72,5.134019649318208,0.38780216219742003
649183652657632,32,16,128,6,15.575311488577416,1.4315976608592003,236.65999999999997,9.612209975425476,0.8789857534696199
649183652657632,256,64,64,4,8.941667694055564,0.8094555202954,237.57000000000002,6.148468502745619,0.55905346378806
649183652657632,32,64,256,4,15.28378507957481,1.4532645047192,235.67999999999998,9.411046191831758,0.8941579592800599
649183652657632,32,4,128,12,17.057818917918535,1.401162717275,235.23000000000002,10.589734394423443,0.8544304406765401
649183652657632,16,128,4,6,18.95032288316024,1.758317256012,235.23000000000002,13.008532256550652,1.2099246942716797
649944711026801,512,64,4,5,8.277561374696013,0.7271742041106,239.61,5.2554221541538855,0.45268749093174004
649944711026801,512,128,4,5,8.286428031718495,0.7271742041106,240.55,5.2615646655002495,0.45268749093174004
649944711026801,512,256,4,5,8.303345052434747,0.7271742041106,239.60999999999999,5.27327238135653,0.45268749093174004
649944711026801,512,256,4,4,8.925064012193287,0.8099930649962,240.07999999999998,6.209181902785942,0.5599602106507
649944711026801,512,128,4,4,8.906672342692996,0.8099930649962,239.88,6.195521027525892,0.5599602106507
649944711026801,16,256,4,4,18.404738790564004,1.7781278417552002,237.10999999999999,12.692665451244583,1.22560193163228
649944711026801,32,256,4,4,15.261046573615772,1.4541467620632003,237.51000000000002,9.535321892498422,0.9082562096395399
649944711026801,64,256,4,5,13.734340816914365,1.2724043850944002,236.76000000000002,7.852888701948728,0.7195158584773
649944711026801,128,256,16,5,8.484482785402795,0.7490232075666,237.38,5.228472979975672,0.45660793668794003
649944711026801,16,256,16,4,18.495450855555582,1.7786889273328002,236.71,12.718355628528698,1.2280259478524598
650702241034675,128,64,64,5,8.463899938001521,0.7530574213996,239.52999999999997,5.21452706514717,0.45632076206253996
650702241034675,256,64,64,5,8.234951404002237,0.7266776228962,239.68,5.208995037211662,0.45183195427956
650702241034675,512,64,64,5,8.28864608538197,0.7266776228962,240.45,5.254854985934053,0.45182298127473997
650702241034675,256,64,128,5,8.245653536537471,0.7266676829538001,240.72,5.216947883277048,0.45183195427956
650702241034675,128,64,128,5,8.474817964310864,0.7530574213996,238.10000000000002,5.222499771214148,0.45632076206253996
650702241034675,128,64,256,5,8.495720925811113,0.7530574213996,239.60000000000002,5.237739309688853,0.45632076206253996
650702241034675,512,64,256,5,8.319729698203613,0.7266676829538001,241.84,5.277970169637752,0.45182109491208
650702241034675,128,4,64,5,13.863202760033655,1.2888053233482002,239.16,8.033543258338627,0.73927584528574
