benchmark,interval,cluster,index,cpi
linear,4000,9,4,2.500500
linear,4000,9,5,7.206750
linear,4000,9,9,1.704574
linear,4000,9,8,3.190952
linear,4000,9,2,0.489750
linear,4000,9,3,2.391750
linear,4000,9,0,2.030758
linear,4000,9,6,1.474000
linear,4000,9,1,0.684066
linear,4000,8,7,1.729068
linear,4000,8,4,1.971507
linear,4000,8,5,1.917250
linear,4000,8,9,1.779500
linear,4000,8,8,1.769750
linear,4000,8,2,1.919480
linear,4000,8,3,1.931767
linear,4000,8,0,1.963991
linear,4000,8,6,1.901225
linear,4000,8,1,1.932517
linear,4000,2,7,2.503500
linear,4000,2,4,1.756939
linear,4000,2,5,1.779945
linear,4000,2,9,2.497127
linear,4000,2,8,2.547274
linear,4000,2,2,3.152424
linear,4000,2,3,1.634091
linear,4000,2,0,1.643928
linear,4000,2,6,2.442279
linear,4000,2,1,2.282321
linear,4000,3,7,2.188656
linear,4000,3,4,1.573787
linear,4000,3,5,1.436141
linear,4000,3,9,1.629250
linear,4000,3,8,1.655086
linear,4000,3,2,1.909295
linear,4000,3,3,3.066533
linear,4000,3,0,1.712034
linear,4000,3,6,1.326500
linear,4000,3,1,1.871032
linear,4000,0,7,2.988000
linear,4000,0,4,8.193903
linear,4000,0,5,3.352514
linear,4000,0,9,0.487128
linear,4000,0,8,4.115471
linear,4000,0,2,2.373093
linear,4000,0,3,6.310578
linear,4000,0,0,1.847000
linear,4000,0,6,5.357839
linear,4000,0,1,2.537731
linear,4000,10,7,1.561000
linear,4000,10,4,1.458906
linear,4000,10,5,1.821705
linear,4000,10,9,1.834417
linear,4000,10,8,1.685421
linear,4000,10,2,1.803500
linear,4000,10,3,1.558360
linear,4000,10,0,1.798750
linear,4000,10,6,2.832792
linear,4000,10,1,1.613153
linear,4000,15,4,1.769058
linear,4000,15,2,2.798351
linear,4000,15,3,3.291396
linear,4000,15,0,7.417000
linear,4000,15,1,1.662584
linear,4000,11,7,1.941235
linear,4000,11,4,1.750875
linear,4000,11,5,1.802750
linear,4000,11,9,1.935516
linear,4000,11,8,1.746627
linear,4000,11,2,1.763809
linear,4000,11,3,1.781086
linear,4000,11,0,1.910522
linear,4000,11,6,1.769250
linear,4000,11,1,1.797301
linear,4000,12,7,1.714500
linear,4000,12,4,1.892750
linear,4000,12,5,1.798000
linear,4000,12,2,1.596202
linear,4000,12,3,1.685421
linear,4000,12,0,1.618000
linear,4000,12,6,1.705103
linear,4000,12,1,1.652163
linear,4000,16,7,1.557389
linear,4000,16,4,1.503376
linear,4000,16,5,1.721139
linear,4000,16,9,7.329750
linear,4000,16,8,6.348924
linear,4000,16,2,1.974256
linear,4000,16,3,1.582459
linear,4000,16,0,1.683500
linear,4000,16,6,5.802602
linear,4000,16,1,8.422577
linear,4000,6,7,0.632158
linear,4000,6,4,2.096500
linear,4000,6,5,1.888500
linear,4000,6,9,2.051750
linear,4000,6,8,0.704795
linear,4000,6,2,1.858000
linear,4000,6,3,3.098775
linear,4000,6,0,1.932250
linear,4000,6,6,0.713786
linear,4000,6,1,1.847500
linear,4000,1,7,1.965241
linear,4000,1,4,1.648412
linear,4000,1,5,1.950488
linear,4000,1,9,1.931767
linear,4000,1,8,1.915229
linear,4000,1,2,1.578250
linear,4000,1,3,1.610250
linear,4000,1,0,1.625250
linear,4000,1,6,1.928232
linear,4000,1,1,1.627250
linear,16000,7,7,0.664771
linear,16000,7,4,1.959563
linear,16000,7,5,0.679877
linear,16000,7,9,0.675103
linear,16000,7,8,1.752188
linear,16000,7,2,1.635687
linear,16000,7,3,0.672125
linear,16000,7,0,1.981375
linear,16000,7,6,1.831354
linear,16000,7,1,1.842000
linear,16000,14,4,1.696856
linear,16000,14,2,1.780299
linear,16000,14,3,1.789023
linear,16000,14,0,1.741516
linear,16000,14,1,1.691519
linear,16000,4,7,1.841030
linear,16000,4,4,1.841072
linear,16000,4,5,1.614976
linear,16000,4,9,1.435082
linear,16000,4,8,1.762720
linear,16000,4,2,0.689856
linear,16000,4,3,0.693308
linear,16000,4,0,0.734300
linear,16000,4,6,1.677855
linear,16000,4,1,0.825614
linear,16000,5,2,1.670083
linear,16000,5,3,1.857054
linear,16000,5,0,1.681770
linear,16000,5,1,1.841490
linear,16000,13,7,1.263234
linear,16000,13,4,0.867767
linear,16000,13,5,1.469059
linear,16000,13,9,1.776063
linear,16000,13,8,1.252016
linear,16000,13,2,1.026250
linear,16000,13,3,1.529654
linear,16000,13,0,1.132204
linear,16000,13,6,0.940195
linear,16000,13,1,1.331604
linear,16000,9,7,1.988875
linear,16000,9,4,1.985125
linear,16000,9,5,1.985188
linear,16000,9,9,1.631204
linear,16000,9,8,1.985250
linear,16000,9,2,0.667604
linear,16000,9,3,0.676147
linear,16000,9,0,0.689937
linear,16000,9,6,1.626437
linear,16000,9,1,0.671959
linear,16000,8,7,1.627687
linear,16000,8,4,1.760768
linear,16000,8,5,1.620187
linear,16000,8,9,0.682023
linear,16000,8,8,1.055816
linear,16000,8,2,1.976125
linear,16000,8,3,1.984000
linear,16000,8,0,1.977625
linear,16000,8,6,1.634983
linear,16000,8,1,0.682645
linear,16000,2,7,1.731284
linear,16000,2,4,1.718330
linear,16000,2,5,1.695269
linear,16000,2,9,1.723785
linear,16000,2,8,1.673083
linear,16000,2,2,1.690750
linear,16000,2,3,1.708526
linear,16000,2,0,1.697250
linear,16000,2,6,1.728108
linear,16000,2,1,1.706919
linear,16000,3,2,1.693231
linear,16000,3,0,1.519937
linear,16000,3,1,1.644665
linear,16000,0,4,1.991750
linear,16000,0,5,1.721802
linear,16000,0,2,1.643545
linear,16000,0,3,1.998875
linear,16000,0,0,1.874008
linear,16000,0,6,1.750312
linear,16000,0,1,1.980500
linear,16000,10,7,1.771457
linear,16000,10,4,1.761420
linear,16000,10,5,1.841990
linear,16000,10,9,1.767562
linear,16000,10,8,1.831479
linear,16000,10,2,1.776111
linear,16000,10,3,1.788898
linear,16000,10,0,1.768000
linear,16000,10,6,1.734842
linear,16000,10,1,1.773375
linear,16000,15,4,2.320375
linear,16000,15,5,1.655250
linear,16000,15,2,1.719410
linear,16000,15,3,2.323855
linear,16000,15,0,1.829511
linear,16000,15,1,1.840803
linear,16000,11,7,6.114438
linear,16000,11,4,3.837240
linear,16000,11,5,2.080057
linear,16000,11,9,4.500781
linear,16000,11,8,2.010061
linear,16000,11,2,2.565875
linear,16000,11,3,5.498781
linear,16000,11,0,3.194325
linear,16000,11,6,2.469184
linear,16000,11,1,2.804175
linear,16000,12,0,0.926130
linear,16000,12,1,1.621851
linear,16000,16,7,1.740921
linear,16000,16,4,1.714420
linear,16000,16,5,1.921255
linear,16000,16,9,1.723545
linear,16000,16,8,1.751891
linear,16000,16,2,1.846207
linear,16000,16,3,1.884173
linear,16000,16,0,1.767206
linear,16000,16,6,1.758515
linear,16000,16,1,1.856509
linear,16000,6,7,1.733437
linear,16000,6,4,1.923692
linear,16000,6,5,1.906244
linear,16000,6,9,1.758515
linear,16000,6,8,1.736158
linear,16000,6,2,1.840990
linear,16000,6,3,1.780514
linear,16000,6,0,1.872867
linear,16000,6,6,1.723989
linear,16000,6,1,1.745578
linear,16000,1,0,1.621492
linear,16000,1,1,1.506532
linear,8000,7,0,0.696375
linear,8000,14,7,1.787125
linear,8000,14,4,2.013750
linear,8000,14,5,1.984750
linear,8000,14,9,1.837500
linear,8000,14,8,1.816250
linear,8000,14,2,1.973750
linear,8000,14,3,1.970250
linear,8000,14,0,1.733500
linear,8000,14,6,1.980875
linear,8000,14,1,1.976750
linear,8000,4,7,1.927616
linear,8000,4,4,1.832750
linear,8000,4,5,1.800075
linear,8000,4,9,1.948744
linear,8000,4,8,1.857607
linear,8000,4,2,1.823625
linear,8000,4,3,1.851875
linear,8000,4,0,1.742032
linear,8000,4,6,1.807274
linear,8000,4,1,1.806427
linear,8000,5,4,1.970996
linear,8000,5,2,1.811226
linear,8000,5,3,1.759405
linear,8000,5,0,1.585354
linear,8000,5,1,1.756720
linear,8000,13,0,3.043625
linear,8000,13,1,1.719035
linear,8000,9,7,1.607625
linear,8000,9,4,1.611278
linear,8000,9,5,1.740343
linear,8000,9,9,1.723694
linear,8000,9,8,1.724716
linear,8000,9,2,1.699712
linear,8000,9,3,1.725694
linear,8000,9,0,1.749344
linear,8000,9,6,1.975256
linear,8000,9,1,1.769183
linear,8000,8,7,1.755594
linear,8000,8,4,0.675628
linear,8000,8,5,0.672875
linear,8000,8,9,0.957979
linear,8000,8,8,1.834000
linear,8000,8,2,0.651462
linear,8000,8,3,1.292140
linear,8000,8,0,1.283981
linear,8000,8,6,1.734500
linear,8000,8,1,1.722215
linear,8000,2,7,1.777958
linear,8000,2,4,1.790375
linear,8000,2,5,1.806851
linear,8000,2,9,1.811500
linear,8000,2,8,1.815227
linear,8000,2,2,1.849125
linear,8000,2,3,1.829271
linear,8000,2,0,1.876360
linear,8000,2,6,1.825081
linear,8000,2,1,1.794699
linear,8000,3,7,2.364409
linear,8000,3,4,2.386472
linear,8000,3,5,1.241000
linear,8000,3,9,0.567841
linear,8000,3,8,4.185796
linear,8000,3,2,1.599600
linear,8000,3,3,2.354206
linear,8000,3,0,1.593852
linear,8000,3,6,2.494251
linear,8000,3,1,1.611847
linear,8000,0,7,1.590852
linear,8000,0,4,2.039375
linear,8000,0,5,1.610347
linear,8000,0,9,1.608826
linear,8000,0,8,1.610597
linear,8000,0,2,2.072500
linear,8000,0,3,1.925000
linear,8000,0,0,1.914375
linear,8000,0,6,1.591523
linear,8000,0,1,1.907250
linear,8000,10,7,3.087853
linear,8000,10,4,3.029621
linear,8000,10,5,2.918500
linear,8000,10,9,2.932466
linear,8000,10,8,3.015246
linear,8000,10,2,3.300663
linear,8000,10,3,2.902375
linear,8000,10,0,1.565250
linear,8000,10,6,3.805476
linear,8000,10,1,3.244031
linear,8000,11,4,1.577572
linear,8000,11,2,1.537183
linear,8000,11,3,1.860983
linear,8000,11,0,1.568963
linear,8000,11,1,1.718285
linear,8000,12,7,1.848337
linear,8000,12,4,1.728250
linear,8000,12,5,1.826625
linear,8000,12,9,1.605099
linear,8000,12,8,1.915625
linear,8000,12,2,1.721250
linear,8000,12,3,1.813625
linear,8000,12,0,1.734691
linear,8000,12,6,1.823250
linear,8000,12,1,1.743622
linear,8000,6,7,1.922250
linear,8000,6,4,0.683625
linear,8000,6,5,0.665124
linear,8000,6,9,2.074125
linear,8000,6,8,2.048000
linear,8000,6,2,0.647963
linear,8000,6,3,0.707463
linear,8000,6,0,0.684664
linear,8000,6,6,2.072875
linear,8000,6,1,0.668626
linear,8000,1,7,1.808721
linear,8000,1,4,1.902524
linear,8000,1,5,3.907012
linear,8000,1,9,1.519440
linear,8000,1,8,1.519940
linear,8000,1,2,1.594851
linear,8000,1,3,1.476560
linear,8000,1,0,1.615702
linear,8000,1,6,1.931358
linear,8000,1,1,1.509186
loops,1000,7,7,2.640000
loops,1000,7,4,0.449102
loops,1000,7,5,6.360080
loops,1000,7,9,0.449550
loops,1000,7,8,7.334665
loops,1000,7,2,0.456000
loops,1000,7,3,0.592000
loops,1000,7,0,2.847695
loops,1000,7,6,2.731000
loops,1000,7,1,0.585757
loops,1000,4,7,1.159363
loops,1000,4,4,1.242485
loops,1000,4,5,3.239000
loops,1000,4,9,3.169811
loops,1000,4,8,1.120240
loops,1000,4,2,10.731732
loops,1000,4,3,1.210210
loops,1000,4,0,3.492000
loops,1000,4,6,4.517553
loops,1000,4,1,1.277000
loops,1000,5,4,1.276276
loops,1000,5,2,3.020958
loops,1000,5,3,1.411355
loops,1000,5,0,0.799000
loops,1000,5,1,13.333666
loops,1000,9,4,1.078000
loops,1000,9,2,11.704000
loops,1000,9,3,9.337986
loops,1000,9,0,1.242242
loops,1000,9,1,2.895000
loops,1000,8,7,5.691000
loops,1000,8,4,3.676677
loops,1000,8,5,4.044000
loops,1000,8,9,2.729459
loops,1000,8,8,4.498004
loops,1000,8,2,2.721834
loops,1000,8,3,2.917836
loops,1000,8,0,2.792169
loops,1000,8,6,3.440559
loops,1000,8,1,5.173826
loops,1000,2,7,1.142857
loops,1000,2,4,1.145000
loops,1000,2,5,1.125498
loops,1000,2,9,1.029029
loops,1000,2,8,1.215215
loops,1000,2,2,1.250250
loops,1000,2,3,1.304781
loops,1000,2,0,1.100000
loops,1000,2,6,1.207415
loops,1000,2,1,1.037111
loops,1000,3,7,2.963074
loops,1000,3,4,1.258258
loops,1000,3,5,6.253012
loops,1000,3,9,1.214214
loops,1000,3,8,2.782218
loops,1000,3,2,2.518962
loops,1000,3,3,6.725726
loops,1000,3,0,2.628231
loops,1000,3,6,7.860000
loops,1000,3,1,4.187000
loops,1000,0,7,1.048951
loops,1000,0,4,3.507984
loops,1000,0,5,13.561562
loops,1000,0,9,9.402000
loops,1000,0,8,6.796389
loops,1000,0,2,2.617149
loops,1000,0,3,1.072362
loops,1000,0,0,7.391566
loops,1000,0,6,1.069069
loops,1000,0,1,4.082917
loops,1000,10,7,0.450000
loops,1000,10,4,0.598000
loops,1000,10,5,0.596404
loops,1000,10,9,2.358358
loops,1000,10,8,1.125125
loops,1000,10,2,5.260260
loops,1000,10,3,0.593373
loops,1000,10,0,1.304609
loops,1000,10,6,0.911355
loops,1000,10,1,13.706879
loops,1000,11,7,3.372627
loops,1000,11,4,2.955045
loops,1000,11,5,3.167832
loops,1000,11,9,0.450000
loops,1000,11,8,2.912000
loops,1000,11,2,3.147000
loops,1000,11,3,3.302605
loops,1000,11,0,2.706000
loops,1000,11,6,2.694695
loops,1000,11,1,3.414000
loops,1000,12,7,0.699900
loops,1000,12,4,0.622244
loops,1000,12,5,0.643071
loops,1000,12,9,1.581419
loops,1000,12,8,1.607784
loops,1000,12,2,1.720837
loops,1000,12,3,5.621379
loops,1000,12,0,0.643071
loops,1000,12,6,0.622244
loops,1000,12,1,1.720837
loops,1000,6,7,1.579262
loops,1000,6,4,1.581000
loops,1000,6,5,1.581000
loops,1000,6,9,0.711155
loops,1000,6,8,0.849000
loops,1000,6,2,1.720837
loops,1000,6,3,1.581000
loops,1000,6,0,0.703888
loops,1000,6,6,1.720837
loops,1000,6,1,0.707171
loops,1000,1,7,1.242242
loops,1000,1,4,5.666333
loops,1000,1,5,1.064000
loops,1000,1,9,7.533000
loops,1000,1,8,1.066933
loops,1000,1,2,5.656971
loops,1000,1,3,1.062000
loops,1000,1,0,3.366733
loops,1000,1,6,9.226000
loops,1000,1,1,4.484909
loops,2000,7,4,9.311688
loops,2000,7,2,3.021489
loops,2000,7,3,0.521239
loops,2000,7,0,3.059940
loops,2000,7,1,3.394303
loops,2000,14,7,0.799100
loops,2000,14,4,0.763500
loops,2000,14,5,0.751624
loops,2000,14,9,0.678000
loops,2000,14,8,0.754623
loops,2000,14,2,0.793103
loops,2000,14,3,0.743628
loops,2000,14,0,0.751500
loops,2000,14,6,0.789105
loops,2000,14,1,0.680681
loops,2000,4,7,3.174825
loops,2000,4,4,2.888444
loops,2000,4,5,1.666167
loops,2000,4,9,2.079540
loops,2000,4,8,1.667834
loops,2000,4,2,1.597097
loops,2000,4,3,7.307615
loops,2000,4,0,1.668168
loops,2000,4,6,1.595202
loops,2000,4,1,7.874688
loops,2000,5,7,11.004998
loops,2000,5,4,0.743628
loops,2000,5,5,0.678000
loops,2000,5,9,0.748126
loops,2000,5,8,7.236118
loops,2000,5,2,2.539039
loops,2000,5,3,0.449500
loops,2000,5,0,3.448448
loops,2000,5,6,3.519720
loops,2000,5,1,3.269500
loops,2000,13,2,2.126563
loops,2000,13,0,6.249875
loops,2000,13,1,5.764882
loops,2000,9,7,1.128128
loops,2000,9,4,2.903548
loops,2000,9,5,3.463964
loops,2000,9,9,3.105053
loops,2000,9,8,0.452096
loops,2000,9,2,1.196294
loops,2000,9,3,4.141571
loops,2000,9,0,1.165583
loops,2000,9,6,1.184777
loops,2000,9,1,0.965052
loops,2000,8,7,1.668168
loops,2000,8,4,0.686000
loops,2000,8,5,0.754623
loops,2000,8,9,0.799100
loops,2000,8,8,0.748126
loops,2000,8,2,0.788106
loops,2000,8,3,0.746000
loops,2000,8,0,0.746000
loops,2000,8,6,0.793603
loops,2000,8,1,1.665335
loops,2000,2,7,3.723362
loops,2000,2,4,1.067466
loops,2000,2,5,1.083500
loops,2000,2,9,1.078579
loops,2000,2,8,7.961000
loops,2000,2,2,1.083500
loops,2000,2,3,1.006510
loops,2000,2,0,1.067466
loops,2000,2,6,1.110445
loops,2000,2,1,2.765883
loops,2000,3,7,2.957500
loops,2000,3,4,2.929930
loops,2000,3,5,2.954046
loops,2000,3,9,1.077461
loops,2000,3,8,2.852926
loops,2000,3,2,1.076500
loops,2000,3,3,3.577711
loops,2000,3,0,8.947000
loops,2000,3,6,3.160260
loops,2000,3,1,5.545773
loops,2000,0,4,0.523738
loops,2000,0,5,11.185907
loops,2000,0,2,8.045409
loops,2000,0,3,1.031500
loops,2000,0,0,7.204000
loops,2000,0,1,3.093547
loops,2000,10,0,0.754623
loops,2000,11,2,3.528764
loops,2000,11,3,2.359141
loops,2000,11,0,6.253120
loops,2000,11,1,3.767732
loops,2000,12,7,0.765500
loops,2000,12,4,3.826500
loops,2000,12,5,5.533000
loops,2000,12,9,0.787106
loops,2000,12,8,0.754623
loops,2000,12,2,3.714286
loops,2000,12,3,3.399599
loops,2000,12,0,10.694153
loops,2000,12,6,0.751624
loops,2000,12,1,0.744000
loops,2000,6,7,0.510245
loops,2000,6,4,3.521479
loops,2000,6,5,1.435282
loops,2000,6,9,0.688000
loops,2000,6,8,0.746000
loops,2000,6,2,3.449275
loops,2000,6,3,0.788606
loops,2000,6,0,7.223112
loops,2000,6,6,0.519279
loops,2000,6,1,3.260260
loops,2000,1,7,1.159239
loops,2000,1,4,1.263237
loops,2000,1,5,1.126627
loops,2000,1,9,3.540730
loops,2000,1,8,1.594406
loops,2000,1,2,1.206309
loops,2000,1,3,1.295443
loops,2000,1,0,1.667834
loops,2000,1,6,1.232349
loops,2000,1,1,1.668168
loops,32000,7,2,3.043122
loops,32000,7,0,2.324531
loops,32000,7,1,1.895931
loops,32000,5,0,1.542159
loops,32000,13,2,0.514594
loops,32000,13,3,0.514405
loops,32000,13,0,0.520579
loops,32000,13,1,0.528142
loops,32000,9,2,0.513734
loops,32000,9,3,0.523487
loops,32000,9,0,0.530934
loops,32000,9,1,0.523580
loops,32000,22,0,3.722870
loops,32000,8,0,1.191830
loops,32000,2,0,1.176125
loops,32000,3,0,0.527061
loops,32000,0,0,1.020877
loops,32000,0,1,1.018282
loops,32000,23,0,0.524951
loops,32000,17,0,4.694144
loops,32000,11,0,2.685437
loops,32000,18,0,0.515079
loops,32000,18,1,0.533077
loops,32000,16,0,1.023747
loops,32000,16,1,1.043063
loops,32000,6,0,0.517830
loops,32000,1,0,1.389281
loops,4000,7,7,11.593750
loops,4000,7,4,2.195848
loops,4000,7,5,1.092680
loops,4000,7,9,0.716000
loops,4000,7,8,4.438500
loops,4000,7,2,1.207396
loops,4000,7,3,1.245627
loops,4000,7,0,7.779000
loops,4000,7,6,1.096346
loops,4000,7,1,3.140500
loops,4000,14,7,0.718930
loops,4000,14,4,0.768290
loops,4000,14,5,0.751062
loops,4000,14,9,0.717179
loops,4000,14,8,0.714036
loops,4000,14,2,0.768174
loops,4000,14,3,0.748313
loops,4000,14,0,0.759190
loops,4000,14,6,0.714250
loops,4000,14,1,0.751936
loops,4000,4,0,1.213910
loops,4000,4,1,0.767250
loops,4000,5,7,0.769058
loops,4000,5,4,0.740944
loops,4000,5,5,0.769192
loops,4000,5,9,0.739435
loops,4000,5,8,0.748185
loops,4000,5,2,0.748124
loops,4000,5,3,0.751940
loops,4000,5,0,0.711606
loops,4000,5,6,0.746877
loops,4000,5,1,0.752812
loops,4000,13,0,7.444889
loops,4000,9,7,1.093227
loops,4000,9,4,0.770500
loops,4000,9,5,0.754500
loops,4000,9,9,1.162041
loops,4000,9,8,1.212197
loops,4000,9,2,4.772000
loops,4000,9,3,10.756622
loops,4000,9,0,1.092342
loops,4000,9,6,0.731384
loops,4000,9,1,5.659665
loops,4000,8,7,0.751562
loops,4000,8,4,1.124719
loops,4000,8,5,2.942500
loops,4000,8,2,0.751500
loops,4000,8,3,0.752188
loops,4000,8,0,0.748813
loops,4000,8,6,0.750062
loops,4000,8,1,0.752126
loops,4000,2,7,0.776168
loops,4000,2,4,0.768250
loops,4000,2,5,0.748688
loops,4000,2,9,0.775306
loops,4000,2,8,0.768558
loops,4000,2,2,0.784858
loops,4000,2,3,0.714929
loops,4000,2,0,0.710428
loops,4000,2,6,0.719930
loops,4000,2,1,0.752000
loops,4000,3,2,0.743372
loops,4000,3,3,0.746440
loops,4000,3,0,1.206603
loops,4000,3,1,1.118191
loops,4000,0,0,3.338750
loops,4000,0,1,2.873687
loops,4000,20,4,0.752312
loops,4000,20,5,7.316250
loops,4000,20,2,0.710145
loops,4000,20,3,0.774887
loops,4000,20,0,0.746816
loops,4000,20,6,2.411339
loops,4000,20,1,0.748439
loops,4000,10,7,0.714750
loops,4000,10,4,1.167292
loops,4000,10,5,1.105395
loops,4000,10,9,0.734066
loops,4000,10,8,0.769500
loops,4000,10,2,0.771807
loops,4000,10,3,0.733000
loops,4000,10,0,1.204648
loops,4000,10,6,1.936797
loops,4000,10,1,1.209407
loops,4000,19,7,0.750062
loops,4000,19,4,0.748874
loops,4000,19,5,0.755500
loops,4000,19,8,0.784804
loops,4000,19,2,0.764824
loops,4000,19,3,0.774806
loops,4000,19,0,0.731317
loops,4000,19,6,0.746937
loops,4000,19,1,0.713607
loops,4000,17,7,4.491500
loops,4000,17,4,1.115558
loops,4000,17,5,1.116663
loops,4000,17,9,0.716287
loops,4000,17,8,2.854823
loops,4000,17,2,1.056542
loops,4000,17,3,1.275819
loops,4000,17,0,1.133600
loops,4000,17,6,8.205801
loops,4000,17,1,1.115692
loops,4000,15,7,0.772636
loops,4000,15,4,1.879750
loops,4000,15,5,0.771386
loops,4000,15,9,2.685500
loops,4000,15,8,1.123781
loops,4000,15,2,3.472118
loops,4000,15,3,4.803750
loops,4000,15,0,1.104172
loops,4000,15,6,0.753003
loops,4000,15,1,1.923250
loops,4000,11,2,1.638660
loops,4000,11,3,5.754000
loops,4000,11,0,8.311688
loops,4000,11,1,0.736987
loops,4000,18,7,0.751436
loops,4000,18,4,1.632566
loops,4000,18,5,0.716929
loops,4000,18,9,0.771500
loops,4000,18,8,2.552612
loops,4000,18,2,1.422778
loops,4000,18,3,1.631092
loops,4000,18,0,1.659505
loops,4000,18,6,1.666500
loops,4000,18,1,1.666583
loops,4000,12,0,0.786143
loops,4000,16,4,5.853287
loops,4000,16,5,0.779390
loops,4000,16,2,2.008498
loops,4000,16,3,3.770750
loops,4000,16,0,2.830250
loops,4000,16,6,0.714357
loops,4000,16,1,1.093227
loops,4000,6,7,0.480000
loops,4000,6,4,0.768058
loops,4000,6,5,1.109082
loops,4000,6,9,1.104250
loops,4000,6,8,1.092342
loops,4000,6,2,0.485250
loops,4000,6,3,0.746190
loops,4000,6,0,7.637659
loops,4000,6,6,1.232424
loops,4000,6,1,3.152288
loops,4000,1,4,1.632566
loops,4000,1,5,4.586500
loops,4000,1,2,7.344250
loops,4000,1,3,3.358321
loops,4000,1,0,1.152500
loops,4000,1,6,1.631500
loops,4000,1,1,6.264448
loops,16000,7,2,3.089244
loops,16000,7,0,4.613403
loops,16000,7,1,4.392788
loops,16000,4,2,1.369312
loops,16000,4,0,1.158095
loops,16000,4,1,1.169677
loops,16000,5,7,5.095568
loops,16000,5,4,2.807089
loops,16000,5,5,2.487595
loops,16000,5,9,1.762235
loops,16000,5,8,6.112493
loops,16000,5,2,2.733221
loops,16000,5,3,3.808839
loops,16000,5,0,3.122165
loops,16000,5,6,2.071451
loops,16000,5,1,2.027561
loops,16000,2,7,1.078375
loops,16000,2,4,1.051125
loops,16000,2,5,1.078058
loops,16000,2,8,1.102812
loops,16000,2,2,1.100819
loops,16000,2,3,1.050059
loops,16000,2,0,1.070567
loops,16000,2,6,1.115680
loops,16000,2,1,1.118040
loops,16000,3,0,1.390524
loops,16000,3,1,1.675292
loops,16000,0,0,2.455188
loops,16000,0,1,1.293117
loops,16000,6,7,0.557577
loops,16000,6,4,0.571652
loops,16000,6,5,0.561688
loops,16000,6,8,0.560215
loops,16000,6,2,0.564516
loops,16000,6,3,0.562965
loops,16000,6,0,0.581552
loops,16000,6,6,0.558452
loops,16000,6,1,0.563203
loops,16000,1,7,0.571705
loops,16000,1,4,0.553410
loops,16000,1,5,0.561355
loops,16000,1,9,0.551709
loops,16000,1,8,0.556833
loops,16000,1,2,0.561090
loops,16000,1,3,0.557493
loops,16000,1,0,0.565696
loops,16000,1,6,0.548944
loops,16000,1,1,0.556820
loops,8000,7,0,3.106250
loops,8000,4,7,2.434696
loops,8000,4,4,2.945875
loops,8000,4,5,2.628921
loops,8000,4,9,3.045148
loops,8000,4,8,2.797625
loops,8000,4,2,3.408778
loops,8000,4,3,2.932125
loops,8000,4,0,3.185454
loops,8000,4,6,3.016871
loops,8000,4,1,3.646963
loops,8000,5,0,1.526434
loops,8000,5,1,5.123062
loops,8000,9,2,1.649581
loops,8000,9,3,1.646044
loops,8000,9,0,1.632033
loops,8000,9,1,1.653082
loops,8000,8,7,1.185023
loops,8000,8,4,1.116544
loops,8000,8,5,1.157375
loops,8000,8,9,1.178647
loops,8000,8,8,1.135000
loops,8000,8,2,1.153000
loops,8000,8,3,1.234500
loops,8000,8,0,1.179522
loops,8000,8,6,1.243125
loops,8000,8,1,1.174522
loops,8000,2,4,1.117169
loops,8000,2,2,1.115264
loops,8000,2,3,1.121015
loops,8000,2,0,1.134750
loops,8000,2,1,1.115875
loops,8000,3,7,0.654539
loops,8000,3,4,0.658128
loops,8000,3,5,0.654005
loops,8000,3,9,0.629407
loops,8000,3,8,0.655914
loops,8000,3,2,0.637841
loops,8000,3,3,0.640760
loops,8000,3,0,0.655375
loops,8000,3,6,0.640660
loops,8000,3,1,0.657503
loops,8000,0,0,1.094899
loops,8000,10,4,5.138875
loops,8000,10,5,4.640875
loops,8000,10,2,4.950512
loops,8000,10,3,5.074394
loops,8000,10,0,7.636682
loops,8000,10,1,7.191625
loops,8000,11,0,6.295824
loops,8000,11,1,3.346168
loops,8000,12,7,0.658915
loops,8000,12,4,0.666417
loops,8000,12,5,0.642759
loops,8000,12,9,0.635579
loops,8000,12,8,0.661333
loops,8000,12,2,0.634921
loops,8000,12,3,0.660252
loops,8000,12,0,0.660290
loops,8000,12,6,0.644875
loops,8000,12,1,0.643036
loops,8000,6,7,0.674622
loops,8000,6,4,0.631250
loops,8000,6,5,0.657254
loops,8000,6,9,0.660835
loops,8000,6,8,0.657664
loops,8000,6,2,0.657286
loops,8000,6,3,0.648280
loops,8000,6,0,0.646625
loops,8000,6,6,0.656957
loops,8000,6,1,0.654668
loops,8000,1,0,1.151807
loops,8000,1,1,1.323456
nnet,1000,7,7,16.572000
nnet,1000,7,4,18.009027
nnet,1000,7,5,5.072000
nnet,1000,7,9,10.511000
nnet,1000,7,8,5.969970
nnet,1000,7,2,15.305694
nnet,1000,7,3,4.620240
nnet,1000,7,0,11.659000
nnet,1000,7,6,7.549900
nnet,1000,7,1,13.103689
nnet,1000,4,7,3.063872
nnet,1000,4,4,2.739261
nnet,1000,4,5,3.017964
nnet,1000,4,9,3.917753
nnet,1000,4,8,2.878636
nnet,1000,4,2,3.462926
nnet,1000,4,3,3.153000
nnet,1000,4,0,4.259519
nnet,1000,4,6,2.727817
nnet,1000,4,1,3.047714
nnet,1000,5,2,12.844000
nnet,1000,5,3,12.872000
nnet,1000,5,0,12.872000
nnet,1000,5,1,12.892000
nnet,1000,2,7,0.450803
nnet,1000,2,4,0.451354
nnet,1000,2,5,0.622869
