benchmark,interval,cluster,index,cpi
nnet,1000,2,9,0.451807
nnet,1000,2,8,0.450100
nnet,1000,2,2,0.448000
nnet,1000,2,3,0.592369
nnet,1000,2,0,0.450803
nnet,1000,2,6,0.450351
nnet,1000,2,1,0.450000
nnet,1000,3,7,1.548000
nnet,1000,3,4,1.411000
nnet,1000,3,5,1.537463
nnet,1000,3,2,1.537000
nnet,1000,3,3,1.540460
nnet,1000,3,0,1.535536
nnet,1000,3,6,1.437562
nnet,1000,3,1,1.417000
nnet,1000,0,7,2.876124
nnet,1000,0,4,2.812813
nnet,1000,0,5,2.393606
nnet,1000,0,9,4.624376
nnet,1000,0,8,2.738739
nnet,1000,0,2,2.846000
nnet,1000,0,3,2.837163
nnet,1000,0,0,3.687313
nnet,1000,0,6,2.769000
nnet,1000,0,1,2.752988
nnet,1000,6,7,1.018962
nnet,1000,6,4,0.711712
nnet,1000,6,5,0.611167
nnet,1000,6,9,1.060120
nnet,1000,6,8,0.859719
nnet,1000,6,2,0.762287
nnet,1000,6,3,0.866600
nnet,1000,6,0,0.617000
nnet,1000,6,6,0.860279
nnet,1000,6,1,0.724000
nnet,1000,1,7,3.548096
nnet,1000,1,4,2.749000
nnet,1000,1,5,3.196196
nnet,1000,1,9,6.034930
nnet,1000,1,8,2.553000
nnet,1000,1,2,3.363000
nnet,1000,1,3,3.241000
nnet,1000,1,0,2.945946
nnet,1000,1,6,2.710000
nnet,1000,1,1,3.177822
nnet,2000,7,7,10.402597
nnet,2000,7,4,10.919419
nnet,2000,7,5,8.338500
nnet,2000,7,9,4.899151
nnet,2000,7,8,8.343844
nnet,2000,7,2,9.695652
nnet,2000,7,3,8.536000
nnet,2000,7,0,10.075113
nnet,2000,7,6,6.452821
nnet,2000,7,1,8.834000
nnet,2000,4,7,3.278361
nnet,2000,4,4,3.391391
nnet,2000,4,5,3.807500
nnet,2000,4,9,2.865500
nnet,2000,4,8,3.494505
nnet,2000,4,2,2.387306
nnet,2000,4,3,3.876062
nnet,2000,4,0,3.445500
nnet,2000,4,6,3.506753
nnet,2000,4,1,3.705000
nnet,2000,5,4,3.298202
nnet,2000,5,2,2.862500
nnet,2000,5,3,3.268500
nnet,2000,5,0,2.754000
nnet,2000,5,1,2.848000
nnet,2000,2,2,12.883000
nnet,2000,2,0,11.000000
nnet,2000,2,1,16.541500
nnet,2000,3,7,0.449500
nnet,2000,3,4,0.450000
nnet,2000,3,5,0.449500
nnet,2000,3,9,0.453180
nnet,2000,3,8,0.453180
nnet,2000,3,2,0.524214
nnet,2000,3,3,0.520480
nnet,2000,3,0,0.525974
nnet,2000,3,6,0.449000
nnet,2000,3,1,0.539690
nnet,2000,0,7,0.789184
nnet,2000,0,4,0.731366
nnet,2000,0,5,0.810595
nnet,2000,0,9,0.880060
nnet,2000,0,8,0.901099
nnet,2000,0,2,0.933967
nnet,2000,0,3,0.786893
nnet,2000,0,0,0.787712
nnet,2000,0,6,0.727908
nnet,2000,0,1,0.810595
nnet,2000,6,2,1.355500
nnet,2000,6,3,1.391218
nnet,2000,6,0,1.416292
nnet,2000,6,1,1.423788
nnet,2000,1,4,9.460270
nnet,2000,1,2,3.038038
nnet,2000,1,3,2.711644
nnet,2000,1,0,2.980000
nnet,2000,1,1,3.368684
nnet,32000,4,0,0.891962
nnet,32000,5,0,2.203325
nnet,32000,9,0,5.061783
nnet,32000,8,0,2.115177
nnet,32000,2,0,3.049906
nnet,32000,3,0,1.921911
nnet,32000,0,0,2.684990
nnet,32000,6,0,4.714862
nnet,32000,1,0,3.475156
nnet,4000,7,7,2.859570
nnet,4000,7,4,3.257064
nnet,4000,7,5,3.435968
nnet,4000,7,9,2.521370
nnet,4000,7,8,3.137750
nnet,4000,7,2,3.016763
nnet,4000,7,3,2.939000
nnet,4000,7,0,3.637159
nnet,4000,7,6,2.596798
nnet,4000,7,1,3.195603
nnet,4000,4,4,1.678920
nnet,4000,4,5,1.684592
nnet,4000,4,2,0.450750
nnet,4000,4,3,0.494250
nnet,4000,4,0,0.489255
nnet,4000,4,1,0.489250
nnet,4000,5,0,3.318250
nnet,4000,5,1,2.845000
nnet,4000,2,0,9.819250
nnet,4000,3,2,0.923250
nnet,4000,3,3,6.217359
nnet,4000,3,0,2.128500
nnet,4000,3,1,0.938250
nnet,4000,0,4,0.881191
nnet,4000,0,5,0.830165
nnet,4000,0,2,0.795750
nnet,4000,0,3,0.865784
nnet,4000,0,0,0.770750
nnet,4000,0,6,1.387541
nnet,4000,0,1,0.764250
nnet,4000,6,7,5.612597
nnet,4000,6,4,6.175632
nnet,4000,6,5,3.145854
nnet,4000,6,9,7.482871
nnet,4000,6,8,4.880780
nnet,4000,6,2,10.665666
nnet,4000,6,3,8.352102
nnet,4000,6,0,8.911956
nnet,4000,6,6,7.450000
nnet,4000,6,1,8.484515
nnet,4000,1,2,12.212500
nnet,4000,1,0,3.187203
nnet,4000,1,1,2.813500
nnet,16000,0,0,0.758420
nnet,16000,0,1,1.068808
nnet,16000,1,7,2.089500
nnet,16000,1,4,2.440653
nnet,16000,1,5,2.590236
nnet,16000,1,9,6.126680
nnet,16000,1,8,2.023494
nnet,16000,1,2,3.108201
nnet,16000,1,3,3.853706
nnet,16000,1,0,3.427375
nnet,16000,1,6,2.481845
nnet,16000,1,1,4.471063
nnet,8000,4,0,4.389174
nnet,8000,4,1,7.578000
nnet,8000,5,4,4.581323
nnet,8000,5,5,5.139052
nnet,8000,5,2,5.791500
nnet,8000,5,3,5.129718
nnet,8000,5,0,7.721430
nnet,8000,5,1,7.706147
nnet,8000,2,0,3.078510
nnet,8000,3,0,6.413125
nnet,8000,0,4,1.021250
nnet,8000,0,2,1.298287
nnet,8000,0,3,0.905214
nnet,8000,0,0,0.694500
nnet,8000,0,1,1.290302
nnet,8000,6,2,0.806548
nnet,8000,6,0,0.821750
nnet,8000,6,1,0.834396
nnet,8000,1,7,2.396401
nnet,8000,1,4,2.974875
nnet,8000,1,5,2.568250
nnet,8000,1,9,2.630421
nnet,8000,1,8,2.837000
nnet,8000,1,2,2.902726
nnet,8000,1,3,2.623000
nnet,8000,1,0,3.005251
nnet,8000,1,6,2.910147
nnet,8000,1,1,2.750812
parser,1000,7,7,3.135864
parser,1000,7,4,12.485000
parser,1000,7,5,4.374498
parser,1000,7,9,2.550000
parser,1000,7,8,3.336336
parser,1000,7,2,3.621000
parser,1000,7,3,3.256487
parser,1000,7,0,5.030030
parser,1000,7,6,4.358000
parser,1000,7,1,9.923000
parser,1000,4,7,1.202608
parser,1000,4,4,1.177177
parser,1000,4,5,12.485000
parser,1000,4,9,1.177533
parser,1000,4,8,12.470000
parser,1000,4,2,1.205205
parser,1000,4,3,1.172655
parser,1000,4,0,3.915832
parser,1000,4,6,1.195195
parser,1000,4,1,1.175175
parser,1000,5,7,0.736948
parser,1000,5,4,3.815369
parser,1000,5,5,3.377622
parser,1000,5,9,1.047904
parser,1000,5,8,2.670659
parser,1000,5,2,3.044132
parser,1000,5,3,2.848546
parser,1000,5,0,2.586070
parser,1000,5,6,12.347956
parser,1000,5,1,2.885000
parser,1000,9,7,1.175175
parser,1000,9,4,1.175175
parser,1000,9,5,1.049049
parser,1000,9,9,12.481481
parser,1000,9,8,1.044910
parser,1000,9,2,2.794589
parser,1000,9,3,1.219439
parser,1000,9,0,10.053159
parser,1000,9,6,1.177533
parser,1000,9,1,3.763581
parser,1000,8,2,12.485000
parser,1000,8,0,8.695000
parser,1000,8,1,13.275275
parser,1000,2,7,1.367367
parser,1000,2,4,1.180639
parser,1000,2,5,1.177533
parser,1000,2,9,1.204000
parser,1000,2,8,1.174000
parser,1000,2,2,0.844311
parser,1000,2,3,3.700897
parser,1000,2,0,3.133866
parser,1000,2,6,1.362275
parser,1000,2,1,8.249499
parser,1000,3,7,1.174000
parser,1000,3,4,1.204000
parser,1000,3,5,1.172655
parser,1000,3,9,1.177533
parser,1000,3,8,1.204409
parser,1000,3,2,1.047904
parser,1000,3,3,1.206413
parser,1000,3,0,1.200599
parser,1000,3,6,1.211000
parser,1000,3,1,1.135729
parser,1000,0,7,1.211000
parser,1000,0,4,1.195609
parser,1000,0,5,1.177533
parser,1000,0,9,1.193613
parser,1000,0,8,1.197593
parser,1000,0,2,1.171486
parser,1000,0,3,1.201396
parser,1000,0,0,1.207623
parser,1000,0,6,1.201396
parser,1000,0,1,1.229229
parser,1000,10,4,5.597403
parser,1000,10,5,8.819181
parser,1000,10,2,5.050847
parser,1000,10,3,3.855145
parser,1000,10,0,3.950951
parser,1000,10,1,3.146560
parser,1000,11,7,10.017964
parser,1000,11,4,12.629259
parser,1000,11,5,9.939000
parser,1000,11,9,4.496000
parser,1000,11,8,14.093000
parser,1000,11,2,10.045000
parser,1000,11,3,10.060181
parser,1000,11,0,13.412826
parser,1000,11,6,12.623246
parser,1000,11,1,9.187000
parser,1000,12,7,9.887000
parser,1000,12,4,11.787000
parser,1000,12,5,2.733267
parser,1000,12,9,3.621000
parser,1000,12,8,12.485000
parser,1000,12,2,4.358000
parser,1000,12,3,9.914086
parser,1000,12,0,12.512513
parser,1000,12,6,11.616766
parser,1000,12,1,6.992008
parser,1000,6,7,1.207623
parser,1000,6,4,10.037074
parser,1000,6,5,1.175175
parser,1000,6,9,1.177533
parser,1000,6,8,9.927783
parser,1000,6,2,12.470000
parser,1000,6,3,4.494024
parser,1000,6,0,1.175175
parser,1000,6,6,1.237525
parser,1000,6,1,1.175175
parser,1000,1,7,1.177533
parser,1000,1,4,3.356643
parser,1000,1,5,3.739261
parser,1000,1,9,1.226547
parser,1000,1,8,1.229229
parser,1000,1,2,1.957916
parser,1000,1,3,1.809000
parser,1000,1,0,1.443556
parser,1000,1,6,1.353938
parser,1000,1,1,5.712713
parser,2000,7,7,1.883383
parser,2000,7,4,2.560280
parser,2000,7,5,7.855355
parser,2000,7,9,1.203297
parser,2000,7,8,1.203297
parser,2000,7,2,7.769231
parser,2000,7,3,6.314685
parser,2000,7,0,3.111556
parser,2000,7,6,3.449725
parser,2000,7,1,10.238881
parser,2000,14,0,7.614885
parser,2000,4,7,1.285500
parser,2000,4,4,3.372500
parser,2000,4,5,9.050450
parser,2000,4,9,1.197901
parser,2000,4,8,1.202899
parser,2000,4,2,12.383500
parser,2000,4,3,5.504752
parser,2000,4,0,7.576923
parser,2000,4,6,1.973974
parser,2000,4,1,7.323662
parser,2000,5,7,1.201500
parser,2000,5,4,1.200600
parser,2000,5,5,1.174500
parser,2000,5,9,1.173327
parser,2000,5,8,1.169500
parser,2000,5,2,2.137363
parser,2000,5,3,4.033983
parser,2000,5,0,2.413293
parser,2000,5,6,1.189500
parser,2000,5,1,2.749501
parser,2000,13,7,1.226434
parser,2000,13,4,3.929465
parser,2000,13,5,6.703000
parser,2000,13,9,4.083375
parser,2000,13,8,1.173327
parser,2000,13,2,12.615000
parser,2000,13,3,6.964036
parser,2000,13,0,8.143500
parser,2000,13,6,1.200500
parser,2000,13,1,2.804902
parser,2000,9,7,0.864000
parser,2000,9,4,3.206500
parser,2000,9,5,0.744617
parser,2000,9,9,1.188500
parser,2000,9,8,2.300500
parser,2000,9,2,3.446500
parser,2000,9,3,3.547000
parser,2000,9,0,3.370815
parser,2000,9,6,1.085372
parser,2000,9,1,3.949950
parser,2000,8,7,4.112112
parser,2000,8,4,7.513487
parser,2000,8,5,1.204500
parser,2000,8,9,3.498002
parser,2000,8,8,4.136432
parser,2000,8,2,1.202303
parser,2000,8,3,1.190500
parser,2000,8,0,1.203297
parser,2000,8,6,7.669335
parser,2000,8,1,1.173913
parser,2000,2,7,8.371000
parser,2000,2,4,3.296352
parser,2000,2,5,14.211894
parser,2000,2,9,1.203898
parser,2000,2,8,1.174500
parser,2000,2,2,2.972514
parser,2000,2,3,6.498249
parser,2000,2,0,7.651848
parser,2000,2,6,0.802796
parser,2000,2,1,10.799400
parser,2000,3,7,1.292500
parser,2000,3,4,1.169500
parser,2000,3,5,1.173327
parser,2000,3,9,1.199500
parser,2000,3,8,1.124376
parser,2000,3,2,1.204500
parser,2000,3,3,1.218500
parser,2000,3,0,1.173913
parser,2000,3,6,1.199500
parser,2000,3,1,1.173913
parser,2000,0,7,1.201500
parser,2000,0,4,1.184500
parser,2000,0,5,1.199500
parser,2000,0,9,1.203297
parser,2000,0,8,1.174500
parser,2000,0,2,1.204500
parser,2000,0,3,1.266000
parser,2000,0,0,1.203297
parser,2000,0,6,1.189500
parser,2000,0,1,1.174500
parser,2000,10,7,3.183908
parser,2000,10,4,6.087369
parser,2000,10,5,2.449725
parser,2000,10,8,4.069396
parser,2000,10,2,4.251251
parser,2000,10,3,7.935435
parser,2000,10,0,4.398402
parser,2000,10,6,5.344672
parser,2000,10,1,8.466500
parser,2000,15,2,4.083375
parser,2000,15,0,4.048427
parser,2000,15,1,4.145646
parser,2000,11,7,10.527764
parser,2000,11,4,1.203297
parser,2000,11,5,7.492016
parser,2000,11,9,1.173913
parser,2000,11,8,9.903548
parser,2000,11,2,1.188500
parser,2000,11,3,4.184777
parser,2000,11,0,1.203297
parser,2000,11,6,1.156578
parser,2000,11,1,1.265367
parser,2000,12,7,1.202303
parser,2000,12,4,7.509755
parser,2000,12,5,4.183183
parser,2000,12,9,1.139500
parser,2000,12,8,1.173327
parser,2000,12,2,7.569361
parser,2000,12,3,4.166500
parser,2000,12,0,10.165252
parser,2000,12,6,3.930965
parser,2000,12,1,4.314472
parser,2000,6,7,3.249000
parser,2000,6,4,7.503248
parser,2000,6,5,7.595596
parser,2000,6,9,4.205603
parser,2000,6,8,4.026487
parser,2000,6,2,4.171243
parser,2000,6,3,4.162243
parser,2000,6,0,4.184092
parser,2000,6,6,4.156843
parser,2000,6,1,4.046477
parser,2000,1,7,1.203898
parser,2000,1,4,1.199500
parser,2000,1,5,1.187594
parser,2000,1,9,1.190285
parser,2000,1,8,1.203297
parser,2000,1,2,1.204500
parser,2000,1,3,1.203898
parser,2000,1,0,1.200600
parser,2000,1,6,1.174500
parser,2000,1,1,4.290145
parser,32000,4,7,1.629375
parser,32000,4,4,1.631395
parser,32000,4,5,1.626176
parser,32000,4,9,1.625184
parser,32000,4,8,1.630750
parser,32000,4,2,1.620824
parser,32000,4,3,1.621293
parser,32000,4,0,1.617269
parser,32000,4,6,1.628551
parser,32000,4,1,1.620641
parser,32000,5,7,1.510172
parser,32000,5,4,1.349272
parser,32000,5,5,1.348950
parser,32000,5,9,1.348499
parser,32000,5,8,1.517796
parser,32000,5,2,1.352250
parser,32000,5,3,1.349083
parser,32000,5,0,1.516641
parser,32000,5,6,1.500969
parser,32000,5,1,1.516048
parser,32000,2,4,3.628387
parser,32000,2,5,2.656928
parser,32000,2,2,1.912463
parser,32000,2,3,4.690531
parser,32000,2,0,2.386457
parser,32000,2,1,3.031191
parser,32000,3,2,0.617851
parser,32000,3,3,0.533515
parser,32000,3,0,0.609719
parser,32000,3,1,0.885847
parser,32000,0,7,1.221663
parser,32000,0,4,1.222476
parser,32000,0,5,1.222351
parser,32000,0,9,1.221101
parser,32000,0,8,1.223226
parser,32000,0,2,1.222149
parser,32000,0,3,1.221837
parser,32000,0,0,1.222476
parser,32000,0,6,1.219101
parser,32000,0,1,1.220629
parser,32000,1,7,0.741882
parser,32000,1,4,1.052906
parser,32000,1,5,1.050341
parser,32000,1,9,0.935838
parser,32000,1,8,1.060563
parser,32000,1,2,1.150322
parser,32000,1,3,1.012844
parser,32000,1,0,0.772045
parser,32000,1,6,1.053123
parser,32000,1,1,0.758211
parser,4000,7,2,0.665500
parser,4000,7,3,1.274819
parser,4000,7,0,2.933217
parser,4000,7,1,3.339165
parser,4000,4,7,1.208396
parser,4000,4,4,1.196701
parser,4000,4,5,1.204403
parser,4000,4,9,1.203297
parser,4000,4,8,1.208396
parser,4000,4,2,1.195804
parser,4000,4,3,1.202301
parser,4000,4,0,1.187703
parser,4000,4,6,1.203403
parser,4000,4,1,1.196701
parser,4000,5,7,1.450775
parser,4000,5,4,2.682500
parser,4000,5,5,2.320910
parser,4000,5,9,0.826543
parser,4000,5,8,4.026533
parser,4000,5,2,2.048000
parser,4000,5,3,4.015754
parser,4000,5,0,1.030758
parser,4000,5,6,3.393848
parser,4000,5,1,1.673077
parser,4000,2,7,1.210908
parser,4000,2,4,1.206905
parser,4000,2,5,1.210460
parser,4000,2,9,1.179205
parser,4000,2,8,1.201700
parser,4000,2,2,1.201399
parser,4000,2,3,1.200900
parser,4000,2,0,1.196701
parser,4000,2,6,1.175824
parser,4000,2,1,1.203297
parser,4000,3,7,2.609098
parser,4000,3,4,3.010755
parser,4000,3,5,2.731500
parser,4000,3,9,2.975250
parser,4000,3,8,3.226500
parser,4000,3,2,3.860105
parser,4000,3,3,2.952274
parser,4000,3,0,3.635750
parser,4000,3,6,3.432358
parser,4000,3,1,2.580145
parser,4000,0,7,4.418791
parser,4000,0,4,4.370435
parser,4000,0,5,4.434467
parser,4000,0,9,4.452887
parser,4000,0,8,4.404000
parser,4000,0,2,4.464018
parser,4000,0,3,4.354516
parser,4000,0,0,4.432466
parser,4000,0,6,4.424288
parser,4000,0,1,4.467367
parser,4000,6,7,5.367025
parser,4000,6,4,3.489005
parser,4000,6,5,4.715250
parser,4000,6,9,7.439439
parser,4000,6,8,7.217500
parser,4000,6,2,8.476523
parser,4000,6,3,6.218000
parser,4000,6,0,7.975744
parser,4000,6,6,2.032992
parser,4000,6,1,3.170165
parser,4000,1,7,3.380845
parser,4000,1,4,3.338254
parser,4000,1,5,3.335916
parser,4000,1,9,2.258435
parser,4000,1,8,3.418105
parser,4000,1,2,3.401850
parser,4000,1,3,3.401750
parser,4000,1,0,3.410603
parser,4000,1,6,3.388597
parser,4000,1,1,3.416312
parser,16000,4,7,2.010935
parser,16000,4,4,2.025122
parser,16000,4,5,2.008126
parser,16000,4,9,2.021187
parser,16000,4,8,1.810699
parser,16000,4,2,2.024313
parser,16000,4,3,2.019875
parser,16000,4,0,2.020184
parser,16000,4,6,2.023808
parser,16000,4,1,2.022249
parser,16000,5,7,1.217264
parser,16000,5,4,1.225764
parser,16000,5,5,1.224264
parser,16000,5,9,1.226139
parser,16000,5,8,1.218014
parser,16000,5,2,1.227139
parser,16000,5,3,1.225764
parser,16000,5,0,1.216014
parser,16000,5,6,1.217264
parser,16000,5,1,1.218014
parser,16000,2,7,1.222813
parser,16000,2,4,1.222438
parser,16000,2,5,1.230077
parser,16000,2,9,1.219188
parser,16000,2,8,1.223688
parser,16000,2,2,1.223313
parser,16000,2,3,1.222438
parser,16000,2,0,1.218938
parser,16000,2,6,1.214438
parser,16000,2,1,1.223688
parser,16000,3,7,1.221937
parser,16000,3,4,1.221549
parser,16000,3,5,1.220840
parser,16000,3,9,1.218312
parser,16000,3,8,1.220424
parser,16000,3,2,1.220187
parser,16000,3,3,1.220187
parser,16000,3,0,1.227313
parser,16000,3,6,1.218312
parser,16000,3,1,1.220187
parser,16000,0,7,1.767096
parser,16000,0,4,1.787148
parser,16000,0,5,1.759610
parser,16000,0,9,1.479527
parser,16000,0,8,1.768543
parser,16000,0,2,1.766144
parser,16000,0,3,1.770202
parser,16000,0,0,1.768957
parser,16000,0,6,1.752016
parser,16000,0,1,1.771332
parser,16000,6,7,2.411952
parser,16000,6,4,2.065946
parser,16000,6,5,3.753672
parser,16000,6,9,4.610139
parser,16000,6,8,6.126625
parser,16000,6,2,2.817051
parser,16000,6,3,2.061129
parser,16000,6,0,3.028496
parser,16000,6,6,5.115103
parser,16000,6,1,2.634477
parser,16000,1,7,1.487627
parser,16000,1,4,0.838948
parser,16000,1,5,1.426483
parser,16000,1,9,1.410651
parser,16000,1,8,0.847577
parser,16000,1,2,1.291081
parser,16000,1,3,1.003938
parser,16000,1,0,1.527066
parser,16000,1,6,1.485000
parser,16000,1,1,1.448744
parser,8000,7,7,1.199325
parser,8000,7,4,1.199575
parser,8000,7,5,1.188047
parser,8000,7,9,1.202549
parser,8000,7,8,1.261125
parser,8000,7,2,1.199675
parser,8000,7,3,1.182102
parser,8000,7,0,1.178353
parser,8000,7,6,1.203426
parser,8000,7,1,1.199925
parser,8000,14,7,1.189922
parser,8000,14,4,1.186172
parser,8000,14,5,1.200650
parser,8000,14,9,1.202799
parser,8000,14,8,1.183602
parser,8000,14,2,1.203426
parser,8000,14,3,1.183671
parser,8000,14,0,1.172500
parser,8000,14,6,1.195924
parser,8000,14,1,1.183921
parser,8000,4,7,1.185555
parser,8000,4,4,2.270852
parser,8000,4,5,2.351257
parser,8000,4,9,1.185579
parser,8000,4,8,1.172668
parser,8000,4,2,1.272966
parser,8000,4,3,1.078740
parser,8000,4,0,2.754469
parser,8000,4,6,1.765471
parser,8000,4,1,1.405801
parser,8000,5,7,1.184056
parser,8000,5,4,2.404027
parser,8000,5,5,2.467000
parser,8000,5,9,1.199675
parser,8000,5,8,1.203176
parser,8000,5,2,2.299862
parser,8000,5,3,2.396024
parser,8000,5,0,2.906512
parser,8000,5,6,1.178750
parser,8000,5,1,1.181148
parser,8000,13,0,2.356661
parser,8000,13,1,1.203100
parser,8000,9,0,3.126641
parser,8000,8,4,5.091989
parser,8000,8,5,4.577197
parser,8000,8,2,2.336375
parser,8000,8,3,5.041630
parser,8000,8,0,1.203074
parser,8000,8,1,7.723750
parser,8000,2,7,2.459365
parser,8000,2,4,1.203100
parser,8000,2,5,1.185602
parser,8000,2,9,1.203100
parser,8000,2,8,3.139823
parser,8000,2,2,2.640455
parser,8000,2,3,2.855232
parser,8000,2,0,2.368856
parser,8000,2,6,1.174603
parser,8000,2,1,2.675287
parser,8000,3,7,1.182921
parser,8000,3,4,1.199350
parser,8000,3,5,1.262842
parser,8000,3,9,1.203074
parser,8000,3,8,1.199675
parser,8000,3,2,1.185579
parser,8000,3,3,1.199050
parser,8000,3,0,1.185852
parser,8000,3,6,1.178670
parser,8000,3,1,1.184500
parser,8000,0,7,1.202799
parser,8000,0,4,1.186672
parser,8000,0,5,1.183921
parser,8000,0,9,1.188547
parser,8000,0,8,1.241685
parser,8000,0,2,1.121890
parser,8000,0,3,1.254689
parser,8000,0,0,2.794750
parser,8000,0,6,1.245064
parser,8000,0,1,2.760470
parser,8000,10,4,2.807303
parser,8000,10,5,2.813195
parser,8000,10,2,1.713322
parser,8000,10,3,2.784733
parser,8000,10,0,3.294838
parser,8000,10,6,2.343543
parser,8000,10,1,1.700700
parser,8000,11,7,2.783804
parser,8000,11,4,2.363045
parser,8000,11,5,2.767096
parser,8000,11,9,2.797199
parser,8000,11,8,2.782946
parser,8000,11,2,1.701125
parser,8000,11,3,2.948263
parser,8000,11,0,2.358670
parser,8000,11,6,2.366171
parser,8000,11,1,2.803076
parser,8000,12,7,1.185829
parser,8000,12,4,1.186797
parser,8000,12,5,1.199675
parser,8000,12,9,1.200650
parser,8000,12,8,1.199825
parser,8000,12,2,1.203074
parser,8000,12,3,1.187570
parser,8000,12,0,2.355044
parser,8000,12,6,1.183306
parser,8000,12,1,1.187672
parser,8000,6,7,1.253595
parser,8000,6,4,1.200550
parser,8000,6,5,1.203426
parser,8000,6,9,1.259282
parser,8000,6,8,1.186828
parser,8000,6,2,1.239500
parser,8000,6,3,1.186172
parser,8000,6,0,3.699275
parser,8000,6,6,1.202949
parser,8000,6,1,2.395201
parser,8000,1,7,1.203326
parser,8000,1,4,0.683744
parser,8000,1,5,0.775972
parser,8000,1,9,1.248343
parser,8000,1,8,1.187172
parser,8000,1,2,3.089636
parser,8000,1,3,2.454307
parser,8000,1,0,6.647750
parser,8000,1,6,1.203551
parser,8000,1,1,2.937406
radix2,1000,7,7,1.490964
radix2,1000,7,4,1.675622
radix2,1000,7,5,1.452811
radix2,1000,7,2,1.818000
radix2,1000,7,3,1.441000
radix2,1000,7,0,1.662338
radix2,1000,7,6,1.681275
radix2,1000,7,1,1.428000
radix2,1000,4,7,0.469000
radix2,1000,4,4,0.452261
radix2,1000,4,5,0.585930
radix2,1000,4,9,0.588000
radix2,1000,4,8,0.448551
radix2,1000,4,2,0.616766
radix2,1000,4,3,0.452452
radix2,1000,4,0,0.449449
radix2,1000,4,6,0.450000
radix2,1000,4,1,0.449102
radix2,1000,5,7,4.161323
radix2,1000,5,4,3.047714
radix2,1000,5,5,2.878636
radix2,1000,5,9,4.001002
radix2,1000,5,8,2.830846
radix2,1000,5,2,4.710711
radix2,1000,5,3,3.515030
radix2,1000,5,0,4.209629
radix2,1000,5,6,3.789579
radix2,1000,5,1,4.482482
radix2,1000,2,7,2.234765
radix2,1000,2,4,2.103896
radix2,1000,2,5,2.235764
radix2,1000,2,9,2.316316
radix2,1000,2,8,2.235764
radix2,1000,2,2,2.242728
radix2,1000,2,3,2.233766
radix2,1000,2,0,2.235764
radix2,1000,2,6,2.235764
radix2,1000,2,1,1.863000
radix2,1000,3,7,0.929071
radix2,1000,3,4,0.824000
radix2,1000,3,5,0.823000
radix2,1000,3,9,0.903000
radix2,1000,3,8,0.828000
radix2,1000,3,2,0.877000
radix2,1000,3,3,0.955045
radix2,1000,3,0,0.930140
radix2,1000,3,6,0.880762
radix2,1000,3,1,0.855000
radix2,1000,0,7,0.803589
radix2,1000,0,4,0.742000
radix2,1000,0,5,0.852705
radix2,1000,0,9,0.942886
radix2,1000,0,8,0.832497
radix2,1000,0,2,1.000000
radix2,1000,0,3,0.798000
radix2,1000,0,0,0.740741
radix2,1000,0,6,0.927000
radix2,1000,0,1,0.744745
radix2,1000,6,7,3.548096
radix2,1000,6,4,2.749000
radix2,1000,6,5,3.196196
radix2,1000,6,9,6.056886
radix2,1000,6,8,2.553000
radix2,1000,6,2,3.363000
radix2,1000,6,3,3.280000
radix2,1000,6,0,2.961039
radix2,1000,6,6,2.710000
radix2,1000,6,1,3.177822
radix2,1000,1,7,0.937000
radix2,1000,1,4,0.598599
radix2,1000,1,5,0.755756
radix2,1000,1,9,0.829000
radix2,1000,1,8,0.820821
radix2,1000,1,2,0.847610
radix2,1000,1,3,0.793794
radix2,1000,1,0,0.998000
radix2,1000,1,6,0.646000
radix2,1000,1,1,0.837163
radix2,2000,7,7,0.671500
radix2,2000,7,4,0.816500
radix2,2000,7,5,0.882177
radix2,2000,7,9,0.770270
radix2,2000,7,8,0.935435
radix2,2000,7,2,0.713357
radix2,2000,7,3,0.939439
radix2,2000,7,0,0.450676
radix2,2000,7,6,0.829171
radix2,2000,7,1,0.453681
radix2,2000,4,7,3.540460
radix2,2000,4,4,2.235265
radix2,2000,4,5,13.730404
radix2,2000,4,9,4.236382
radix2,2000,4,8,0.826000
radix2,2000,4,2,0.658647
radix2,2000,4,3,0.827586
radix2,2000,4,0,0.834665
radix2,2000,4,6,7.613080
radix2,2000,4,1,0.900450
radix2,2000,5,7,3.820500
radix2,2000,5,4,2.235265
radix2,2000,5,5,0.756122
radix2,2000,5,9,2.273863
radix2,2000,5,8,2.238858
radix2,2000,5,2,0.851500
radix2,2000,5,3,2.235265
radix2,2000,5,0,0.766383
radix2,2000,5,6,2.863500
radix2,2000,5,1,2.237500
radix2,2000,9,7,0.451678
radix2,2000,9,4,2.236382
radix2,2000,9,5,9.690655
radix2,2000,9,9,0.452821
radix2,2000,9,8,10.323676
radix2,2000,9,2,2.370444
radix2,2000,9,3,2.259740
radix2,2000,9,0,0.940500
radix2,2000,9,6,8.828000
radix2,2000,9,1,0.533801
radix2,2000,8,2,8.813187
radix2,2000,8,3,2.211211
radix2,2000,8,0,2.221279
radix2,2000,8,1,2.264264
radix2,2000,2,7,0.775500
radix2,2000,2,4,0.877377
radix2,2000,2,5,0.720640
radix2,2000,2,9,0.772114
radix2,2000,2,8,0.669165
radix2,2000,2,2,0.879500
radix2,2000,2,3,0.786893
radix2,2000,2,0,2.419290
radix2,2000,2,6,0.769845
radix2,2000,2,1,0.800300
radix2,2000,3,7,0.845654
radix2,2000,3,4,0.675162
